ID,UCSC_RefGene_Group,UCSC_RefGene_Name
cg08087512,TSS200;TSS200,DKC1;DKC1
cg08087911,1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR;5'UTR;1stExon,TRMT2B;TRMT2B;TRMT2B;TRMT2B;TRMT2B;TRMT2B;TRMT2B;TRMT2B
cg08089354,Body;Body,RPL39;SNORA69
cg08093211,Body,CSTF2
cg08096166,TSS200;5'UTR,MIR764;HTR2C
cg08097522,3'UTR;Body,GRIPAP1;GRIPAP1
cg08098127,3'UTR,TCEANC
cg08099387,TSS200,CSTF2
cg08100265,TSS200,THOC2
cg08100618,1stExon;5'UTR,DCAF12L1;DCAF12L1
cg08101918,5'UTR;TSS1500;1stExon,NLGN4X;NLGN4X;NLGN4X
cg08103876,,
cg08104711,TSS200,CCDC22
cg08105512,,
cg08108619,5'UTR,ZNF711
cg08113756,TSS200;TSS200,SPIN3;SPIN3
cg08115220,,
cg08117103,3'UTR;3'UTR;3'UTR,TSC22D3;TSC22D3;TSC22D3
cg08118032,TSS200;TSS200;TSS200;TSS200,ZNF673;ZNF673;ZNF673;ZNF673
cg08118341,TSS200,PRAF2
cg08119295,Body,TCEAL7
cg08119631,Body;Body;Body;Body,SEPT6;SEPT6;SEPT6;SEPT6
cg08122495,TSS1500,HMGB3
cg08126551,Body,PDZD4
cg08129292,TSS1500;Body,SCARNA9L;EIF1AX
cg08130682,TSS1500,STAG2
cg08136916,Body;Body,NHS;NHS
cg08139636,Body;Body,HS6ST2;HS6ST2
cg08141049,,
cg08141518,TSS1500;TSS1500;TSS1500,MIR424;MGC16121;MIR503
cg08141744,Body,SRPX2
cg08143197,3'UTR;3'UTR;Body,SLC35A2;SLC35A2;SLC35A2
cg08143561,TSS200,WAS
cg08145178,Body;TSS200,MIR1256;H2BFM
cg08147391,TSS1500;TSS1500;TSS1500,CXorf56;CXorf56;CXorf56
cg08150745,,
cg08156775,5'UTR;5'UTR,BCOR;BCOR
cg08159444,5'UTR;5'UTR;5'UTR,PNMA5;PNMA5;PNMA5
cg08167097,TSS200;TSS200,TEX11;TEX11
cg08168768,TSS1500,KIAA1210
cg08177445,Body,FATE1
cg08195028,5'UTR,CA5B
cg08195522,Body,NCRNA00182
cg08195538,5'UTR;5'UTR;Body,STARD8;STARD8;STARD8
cg08196960,5'UTR;1stExon,GRPR;GRPR
cg08199506,TSS1500,FAM120C
cg08202860,TSS200,FAM155B
cg08207582,Body;TSS1500;Body;Body;TSS1500,CLCN5;MIR362;MIR500;CLCN5;MIR501
cg08209483,Body;Body,LONRF3;LONRF3
cg08209743,Body,ARX
cg08209935,Body;Body;Body;Body;Body;Body,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5
cg08211022,TSS200,CA5BP
cg08214328,TSS200;TSS1500;TSS1500,CTPS2;CTPS2;CTPS2
cg08214610,TSS200,NKRF
cg08214957,1stExon,CDR1
cg08221357,TSS1500;TSS200;TSS1500;TSS1500,OTUD5;OTUD5;OTUD5;OTUD5
cg08222221,,
cg08222309,TSS1500;5'UTR,SH3BGRL;HMGN5
cg08236172,,
cg08238865,5'UTR,POF1B
cg08239458,TSS200;1stExon;5'UTR,HTATSF1;HTATSF1;HTATSF1
cg08242820,Body,DDX3X
cg08248532,TSS200,PRDX4
cg08255147,Body;Body,HSD17B10;HSD17B10
cg08261807,TSS1500;TSS1500;TSS200;TSS1500;TSS1500;TSS1500,MIR20B;MIR363;MIR106A;MIR18B;MIR19B2;MIR92A2
cg08261988,TSS200,LOC644538
cg08262933,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2;MORF4L2
cg08264124,TSS1500,MIR1468
cg08264725,TSS200,DDX53
cg08266027,5'UTR,NKRF
cg08275242,TSS200,IGBP1
cg08275726,,
cg08276328,TSS1500,MAGEC1
cg08279496,TSS200,CCDC160
cg08279515,Body;Body,HS6ST2;HS6ST2
cg08280623,Body;Body,ERCC6L;PIN4
cg08282540,,
cg08282969,TSS200,XIAP
cg08284207,1stExon,ACTRT1
cg08291487,TSS200,MIR890
cg08291693,Body;Body,PNCK;PNCK
cg08292505,Body;Body,PLXNB3;PLXNB3
cg08297137,TSS1500,VENTXP1
cg08298085,1stExon;5'UTR,ATP7A;ATP7A
cg08300622,TSS200,SCML2
cg08302695,TSS1500,BMX
cg08304428,TSS1500;Body,ERCC6L;PIN4
cg08310277,Body;Body;Body,OGT;OGT;BCYRN1
cg08311689,3'UTR;3'UTR;3'UTR;Body;3'UTR,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A
cg08313132,TSS200,AP1S2
cg08316488,Body,MIR2114
cg08318837,1stExon;5'UTR,KCND1;KCND1
cg08322013,Body,LOC100131434
cg08323957,5'UTR;1stExon;5'UTR;1stExon,PAK3;PAK3;PAK3;PAK3
cg08324796,Body,GPKOW
cg08327779,Body,PDZD4
cg08327960,5'UTR;5'UTR;TSS200,MID1IP1;MID1IP1;MID1IP1
cg08328842,Body;Body;Body;Body,TCEAL4;TCEAL4;TCEAL4;TCEAL4
cg08329683,,
cg08333400,5'UTR,CLCN4
cg08338641,5'UTR;5'UTR;1stExon;TSS1500;1stExon;TSS1500,CXorf58;CXorf58;CXorf58;APOO;CXorf58;APOO
cg08340716,TSS200,LOC347376
cg08340885,Body,MIR1256
cg08341323,TSS200;TSS200;TSS200;TSS200;TSS200,MAGEA12;MAGEA12;MAGEA12;CSAG1;CSAG1
cg08341791,,
cg08341987,TSS200;5'UTR,UBA1;UBA1
cg08342708,Body;Body;TSS1500,CLCN5;CLCN5;MIR501
cg08343300,Body;TSS200,BCYRN1;INGX
cg08348649,Body;Body;Body,FAM70A;FAM70A;FAM70A
cg08349204,TSS1500;TSS1500;TSS1500,FGF13;FGF13;FGF13
cg08351598,TSS200,SMEK3P
cg08352336,Body,LOC550643
cg08355317,TSS1500,BTK
cg08357177,Body;Body,NLGN4X;NLGN4X
cg08358587,TSS200;1stExon;5'UTR,TIMM8A;TIMM8A;TIMM8A
cg08363715,Body,RBBP7
cg08366073,TSS1500;TSS1500,XAGE3;XAGE3
cg08372291,Body;Body,NHS;NHS
cg08382577,,
cg08384999,5'UTR;5'UTR,BCOR;BCOR
cg08394018,5'UTR;TSS200,AMMECR1;RGAG1
cg08395108,5'UTR;TSS200;5'UTR,MAGED2;MAGED2;MAGED2
cg08395842,Body;Body,CXorf15;CXorf15
cg08395966,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9
cg08401365,3'UTR;3'UTR;3'UTR,IRAK1;IRAK1;IRAK1
cg08405463,TSS200;TSS200,LONRF3;LONRF3
cg08407553,Body;Body;Body,TAF1;BCYRN1;TAF1
cg08408091,TSS200,FAM50A
cg08408490,5'UTR,MAGEA5
cg08409066,,
cg08409482,,
cg08414231,TSS200,MXRA5
cg08415785,TSS1500,NR0B1
cg08416046,1stExon,IRS4
cg08417382,TSS1500;5'UTR;TSS200;TSS1500;Body;TSS1500,IKBKG;G6PD;G6PD;IKBKG;IKBKG;IKBKG
cg08418115,TSS1500;1stExon;TSS1500,BCAP31;ABCD1;BCAP31
cg08420056,,
cg08421550,TSS1500,FATE1
cg08422514,5'UTR;TSS1500;TSS1500;Body;TSS200;TSS200,G6PD;G6PD;IKBKG;IKBKG;IKBKG;IKBKG
cg08430222,,
cg08434396,Body;Body;Body;Body;Body;Body,ASFMR1;ASFMR1;ASFMR1;ASFMR1;ASFMR1;FMR1
cg08435532,TSS1500;Body;TSS1500,ZNF674;LOC401588;ZNF674
cg08437035,3'UTR,RAB9B
cg08437461,TSS200;TSS200;TSS200;TSS200,WBP5;WBP5;WBP5;WBP5
cg08437835,TSS1500;TSS200;TSS200,MOSPD2;FANCB;FANCB
cg08446143,TSS1500,UBA1
cg08446187,1stExon;5'UTR;TSS1500;5'UTR;TSS1500;1stExon,MTCP1;MTCP1NB;BRCC3;MTCP1;BRCC3;MTCP1NB
cg08447449,TSS200;5'UTR;TSS200,KLHL13;KLHL13;KLHL13
cg08448931,TSS1500,MAGEA4
cg08456124,Body;Body,ARHGAP6;ARHGAP6
cg08456555,5'UTR;Body;Body,ARHGAP6;ARHGAP6;ARHGAP6
cg08457610,Body,MTMR1
cg08458068,TSS1500,TCEAL5
cg08459670,,
cg08460331,Body,ARMCX4
cg08461617,TSS1500,MAP3K15
cg08462017,,
cg08464305,5'UTR;5'UTR,ARMCX6;ARMCX6
cg08464860,TSS1500,MIR1468
cg08464958,3'UTR,ARSE
cg08468443,5'UTR;1stExon,CLIC2;CLIC2
cg08470131,TSS200,DGKK
cg08470157,TSS200;TSS200;TSS200,GK;GK;GK
cg08476890,5'UTR,MCF2
cg08476892,,
cg08479532,Body;Body;Body,AMMECR1;AMMECR1;AMMECR1
cg08479711,TSS200,UBL4A
cg08480367,TSS1500;TSS1500;TSS1500;TSS1500,SRPX;SRPX;SRPX;SRPX
cg08489324,,
cg08491314,,
cg08491357,TSS200,XKRX
cg08496601,5'UTR,EBP
cg08498653,TSS1500;5'UTR,CDKL5;CDKL5
cg08510401,,
cg08513688,TSS1500,BCORL1
cg08530364,,
cg08539065,5'UTR,WDR45
cg08559914,TSS200,ACE2
cg08560117,1stExon;5'UTR;5'UTR;TSS200;1stExon;TSS1500;TSS1500;Body,IKBKG;IKBKG;IKBKG;G6PD;IKBKG;G6PD;IKBKG;IKBKG
cg08573069,TSS1500,NRK
cg08575950,TSS1500;TSS1500;TSS1500;TSS1500,MAP7D2;MAP7D2;MAP7D2;MAP7D2
cg08577442,3'UTR,UBL4A
cg08578454,1stExon,KCND1
cg08579577,,
cg08580380,Body;Body;TSS1500;Body;5'UTR;Body,FAM122B;FAM122B;FAM122C;FAM122B;FAM122B;FAM122B
cg08582546,Body;Body,ARSD;ARSD
cg08585558,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,MIR20B;MIR363;MIR18B;MIR106A;MIR19B2;MIR92A2
cg08586423,Body;Body,TCEAL8;TCEAL8
cg08587717,Body;Body,UBE2A;UBE2A
cg08588626,TSS1500,NHS
cg08590378,5'UTR;TSS1500;5'UTR,SYTL5;SYTL5;SYTL5
cg08591489,TSS200;TSS200;TSS200,CXorf56;CXorf56;CXorf56
cg08605656,Body,SLC16A2
cg08609270,1stExon;1stExon;5'UTR;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;1stExon;5'UTR;1stExon;5'UTR,SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2;SLITRK2
cg08609845,5'UTR;1stExon;5'UTR;1stExon,CXorf36;CXorf36;CXorf36;CXorf36
cg08610278,Body,APLN
cg08610886,,
cg08611651,5'UTR;Body;Body,FGF13;FGF13;FGF13
cg08612317,TSS1500,ZCCHC13
cg08614574,5'UTR;5'UTR,BCOR;BCOR
cg08615635,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B;FAM104B
cg08617337,,
cg08617833,TSS1500;TSS1500,SMARCA1;SMARCA1
cg08620245,,
cg08622041,TSS1500,GATA1
cg08622149,1stExon,PRKX
cg08623129,TSS1500,TLR7
cg08623691,TSS200,SNX12
cg08625693,Body;TSS1500;Body,DLG3;DLG3;DLG3
cg08626646,,
cg08627233,TSS1500;TSS200,TMEM187;HCFC1
cg08627270,,
cg08627621,,
cg08630881,Body;TSS1500,BCYRN1;INGX
cg08633697,,
cg08634339,,
cg08634657,Body,MIR220A
cg08637714,,
cg08637771,1stExon,YIPF6
cg08637905,TSS200;TSS200,DACH2;DACH2
cg08638354,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS1500,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9
cg08641506,3'UTR,CXorf59
cg08642787,TSS200,RPS6KA6
cg08645737,,
cg08648877,TSS200;TSS200;TSS200,SLC10A3;SLC10A3;SLC10A3
cg08656747,TSS200,ZNF81
cg08663085,TSS200;1stExon;5'UTR,LOC100272228;CXorf40B;CXorf40B
cg08664054,TSS1500;TSS1500,ARMCX2;ARMCX2
cg08671330,TSS1500;TSS1500;TSS1500,FGF13;FGF13;FGF13
cg08673814,Body;Body,HS6ST2;HS6ST2
cg08674227,,
cg08680085,5'UTR;TSS1500;1stExon;1stExon;5'UTR,MST4;MST4;MST4;MST4;MST4
cg08681413,TSS1500;Body,RNF128;RNF128
cg08683562,5'UTR;5'UTR;1stExon;TSS200;TSS200;1stExon,CXorf58;CXorf58;CXorf58;APOO;APOO;CXorf58
cg08687731,,
cg08689075,TSS1500;TSS200;TSS200,TEX28;TKTL1;TKTL1
cg08689158,TSS1500;TSS1500,HSFX2;HSFX1
cg08689445,,
cg08690835,5'UTR,FAM123B
cg08691687,,
cg08693325,TSS1500,LUZP4
cg08695223,1stExon;1stExon,SLC9A6;SLC9A6
cg08697944,Body;Body;Body,MAGED1;MAGED1;MAGED1
cg08698436,TSS200,LOC100132163
cg08699828,Body;3'UTR,BCYRN1;ACRC
cg08700291,Body;Body,MORC4;MORC4
cg08703114,Body,PGRMC1
cg08704320,3'UTR;3'UTR,NSDHL;NSDHL
cg08704539,Body;TSS200,TAF7L;TAF7L
cg08706312,TSS200;5'UTR;5'UTR,MAGEB1;MAGEB1;MAGEB1
cg08707617,5'UTR;5'UTR;5'UTR;5'UTR,BCOR;BCOR;BCOR;BCOR
cg08710238,Body;5'UTR;TSS1500,CDK16;CDK16;CDK16
cg08711530,Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body;Body,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD
cg08719422,,
cg08722366,3'UTR;3'UTR,MECP2;MECP2
cg08723064,,
cg08725455,TSS1500,GPR173
cg08728127,TSS200;5'UTR;Body,STARD8;STARD8;STARD8
cg08729658,Body;Body,NHS;NHS
cg08744017,5'UTR;5'UTR;5'UTR;5'UTR,GPR64;GPR64;GPR64;GPR64
cg08750061,TSS1500,IL13RA1
cg08750326,TSS1500;TSS1500;TSS1500,ODZ1;ODZ1;ODZ1
cg08755139,TSS1500,SPANXN5
cg08757314,,
cg08757574,,
cg08757719,TSS200;TSS200,TCEAL3;TCEAL3
cg08758558,Body;Body,CXorf36;CXorf36
cg08759036,TSS200;TSS200,OCRL;OCRL
cg08760398,Body;Body;Body,FAM70A;FAM70A;FAM70A
cg08761350,TSS1500;TSS1500,GPRASP2;GPRASP2
cg08762253,TSS200;1stExon;TSS200;5'UTR,PLP1;PLP1;PLP1;PLP1
cg08769044,5'UTR;1stExon;1stExon;5'UTR,SSX3;SSX3;SSX3;SSX3
cg08769559,TSS200,ARX
cg08772684,,
cg08774483,5'UTR;5'UTR;1stExon;5'UTR,MID1IP1;MID1IP1;MID1IP1;MID1IP1
cg08777147,5'UTR;5'UTR;5'UTR;5'UTR,BCOR;BCOR;BCOR;BCOR
cg08778681,TSS1500,RBMX2
cg08779783,,
cg08782677,Body,GPR50
cg08782688,5'UTR;TSS200,XAGE3;XAGE3
cg08783090,1stExon;5'UTR,GABRE;GABRE
cg08783735,Body;Body;Body,WDR13;WDR13;WDR13
cg08784874,Body;TSS1500,CUL4B;CUL4B
cg08785133,TSS200;TSS200;TSS200;TSS1500;TSS1500,PORCN;PORCN;PORCN;PORCN;PORCN
cg08786213,3'UTR,RBMX
cg08786860,TSS1500;TSS1500;TSS1500;TSS1500,MPP1;MPP1;MPP1;MPP1
cg08790343,TSS1500,SHROOM2
cg08791322,TSS1500,DGAT2L6
cg08791697,Body;TSS1500;Body;Body;Body;Body,FGF13;FGF13;FGF13;FGF13;FGF13;FGF13
cg08792260,,
cg08796898,5'UTR;1stExon,HUWE1;HUWE1
cg08796997,,
cg08798116,1stExon,GPC4
cg08800033,5'UTR;5'UTR;TSS1500,NSDHL;NSDHL;CETN2
cg08800499,TSS1500,HDX
cg08812897,TSS1500,RPS6KA3
cg08812937,Body;Body;Body,PNMA5;PNMA5;PNMA5
cg08814148,,
cg08814772,TSS1500;TSS1500;TSS1500,SRPK3;SRPK3;SRPK3
cg08815337,TSS1500;Body;TSS1500;TSS1500;TSS1500,NONO;BCYRN1;NONO;NONO;NONO
cg08817424,,
cg08817443,5'UTR;5'UTR;1stExon,HTATSF1;HTATSF1;HTATSF1
cg08818092,Body;Body;Body,PCYT1B;PCYT1B;PCYT1B
cg08818224,,
cg08818886,TSS200;TSS200,SYAP1;SYAP1
cg08819482,Body,SHROOM2
cg08819601,,
cg08822676,TSS1500;TSS1500,LONRF3;LONRF3
cg08823898,TSS1500;TSS1500;TSS1500,IDS;IDS;IDS
cg08826497,,
cg08836298,5'UTR;5'UTR;5'UTR,MID1;MID1;MID1
cg08841290,TSS1500;Body,RNF113A;NDUFA1
cg08842373,,
cg08843314,Body;5'UTR;Body,BCYRN1;CXCR3;CXCR3
cg08846002,5'UTR;1stExon,ZNF75D;ZNF75D
cg08847773,1stExon,FUNDC2
cg08848171,5'UTR,IL1RAPL2
cg08848711,TSS1500;TSS1500;TSS1500;TSS1500,SEPT6;SEPT6;SEPT6;SEPT6
cg08850124,,
cg08855111,5'UTR;5'UTR,ACSL4;ACSL4
cg08859156,Body,RPS4X
cg08860608,Body,MAP7D3
cg08862109,Body;TSS1500,NHSL2;RPS26P11
cg08867267,5'UTR;5'UTR,ENOX2;ENOX2
cg08867430,Body,WWC3
cg08871010,Body;Body;Body,CLCN5;CLCN5;CLCN5
cg08871573,3'UTR,MXRA5
cg08871618,3'UTR;1stExon,PABPC1L2A;PABPC1L2A
cg08872581,TSS200,MBTPS2
cg08873063,5'UTR;5'UTR;1stExon;5'UTR;TSS1500;TSS1500;Body,IKBKG;IKBKG;IKBKG;IKBKG;G6PD;G6PD;IKBKG
cg08874821,TSS1500;Body;TSS1500,ZNF674;LOC401588;ZNF674
cg08881159,TSS200;TSS1500,NLGN4X;NLGN4X
cg08881528,1stExon,USP11
cg08882363,TSS1500,ZNF81
cg08884343,TSS1500;TSS1500,FOXP3;FOXP3
cg08902818,TSS1500,XK
cg08905118,1stExon;5'UTR,RP2;RP2
cg08929402,,
cg08937958,1stExon;Body,RBMXL3;LRCH2
cg08950703,1stExon;5'UTR,ZNF711;ZNF711
cg08951164,TSS1500;TSS1500,ATP11C;ATP11C
cg08952424,5'UTR;1stExon,MED12;MED12
cg08955276,Body,YIPF6
cg08955859,Body,PGK1
cg08959724,,
cg08960045,,
cg08961258,,
cg08963265,TSS1500,CXorf39
cg08964402,TSS200,ZBTB33
cg08965337,TSS1500,RAP2C
cg08966380,TSS200;TSS200;TSS200;TSS200;TSS200;TSS200,EDA;EDA;EDA;EDA;EDA;EDA
cg08967108,,
cg08967287,TSS1500,MIR891A
cg08969352,TSS1500;TSS1500;TSS200,FANCB;FANCB;MOSPD2
cg08973369,TSS1500;TSS1500;1stExon;5'UTR;TSS1500,ASB9;ASB9;ASB9;ASB9;ASB9
cg08973646,1stExon;1stExon;5'UTR;1stExon;5'UTR;Body;5'UTR;5'UTR;1stExon,FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A;FAM3A
cg08975046,TSS1500,SLC6A14
cg08980509,TSS200;TSS200;TSS200;TSS200;TSS200,AFF2;AFF2;AFF2;AFF2;AFF2
cg08983668,5'UTR,SCML2
cg08990057,5'UTR,PLS3
cg08991015,TSS200,MOSPD1
cg08992687,,
cg08994891,TSS200;TSS200,UPF3B;UPF3B
cg08998531,,
cg08998989,TSS200;TSS200;TSS200;TSS200,SCML1;SCML1;SCML1;SCML1
cg08999332,TSS200,RAB40AL
cg09005457,3'UTR,MAOB
cg09006810,TSS1500;Body;TSS1500,OGT;BCYRN1;OGT
cg09012264,TSS1500;TSS1500;TSS1500;TSS1500,SEPT6;SEPT6;SEPT6;SEPT6
cg09013091,TSS200,UBQLN2
cg09016243,TSS200,GLUD2
cg09016994,,
cg09018040,TSS200,VCX
cg09018810,TSS200;TSS200;TSS200,IDS;IDS;IDS
cg09024810,Body,FLJ30058
cg09025943,,
cg09026179,,
cg09031836,,
cg09033783,TSS1500,HAUS7
cg09034929,1stExon;5'UTR,SNX12;SNX12
cg09035532,Body;Body,ARHGAP6;ARHGAP6
cg09038347,,
cg09038535,TSS200,FAM120C
cg09039264,,
cg09045008,Body,PHF8
cg09049140,Body;Body;Body;Body,GPR64;GPR64;GPR64;GPR64
cg09049334,TSS1500,FAM48B1
cg09049751,Body;Body,DKC1;DKC1
cg09050238,,
cg09054088,TSS200,XAGE5
cg09054333,TSS1500,SLITRK4
cg09055214,Body,DUSP9
cg09055253,TSS200;TSS200,DKC1;DKC1
cg09056691,TSS200;TSS200;TSS200;TSS200,MPP1;MPP1;MPP1;MPP1
cg09058241,TSS200,NCRNA00087
cg09060772,TSS1500,FAM155B
cg09061583,TSS200;TSS200,ACOT9;ACOT9
cg09062995,,
cg09063705,Body;Body;Body,MID1;MID1;MID1
cg09068301,,
cg09070095,TSS1500,NUDT11
cg09070199,5'UTR;1stExon,SPIN4;SPIN4
cg09072865,TSS200;TSS200,MORC4;MORC4
cg09074544,Body,RAB33A
cg09075057,3'UTR;3'UTR,CXorf15;CXorf15
cg09075063,TSS200;TSS200,BCOR;BCOR
cg09076540,,
cg09076821,5'UTR;TSS1500,UBA1;UBA1
cg09080960,TSS200;TSS200,UBE2A;UBE2A
cg09084933,TSS200;TSS200;TSS200,SPIN2B;SPIN2B;SPIN2B
cg09086179,Body,HMGN5
cg09091181,TSS200;TSS200,ACSL4;ACSL4
cg09092713,,
cg09094355,TSS1500,PRKX
cg09099391,Body;Body;Body;Body,TRMT2B;TRMT2B;TRMT2B;TRMT2B
cg09099637,3'UTR;3'UTR;3'UTR,COL4A5;COL4A5;COL4A5
cg09100792,,
cg09101623,TSS1500,VCX2
cg09106468,5'UTR;5'UTR;5'UTR;5'UTR;5'UTR;TSS1500;5'UTR;TSS1500,BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9;BHLHB9
cg09107157,5'UTR;5'UTR;1stExon;5'UTR,FTSJ1;FTSJ1;FTSJ1;FTSJ1
cg09109599,TSS1500,EFNB1
cg09112156,1stExon;5'UTR,LDOC1;LDOC1
cg09119244,TSS1500,TSPYL2
cg09119688,,
cg09121987,1stExon;1stExon;5'UTR;5'UTR,PCDH19;PCDH19;PCDH19;PCDH19
cg09122412,1stExon;1stExon;TSS1500;1stExon,COL4A5;COL4A5;COL4A6;COL4A5
cg09125286,,
cg09127325,,
cg09132264,Body,KAL1
cg09134165,5'UTR;TSS1500;TSS1500;5'UTR;TSS1500;TSS1500,RBM10;NDUFB11;NDUFB11;RBM10;NDUFB11;NDUFB11
cg09134399,TSS1500,EFNB1
cg09137745,TSS200,LOC100132963
cg09139762,Body,CXorf36
cg09140084,TSS1500,MAGEC1
cg09141697,TSS200;TSS200;TSS200;TSS200;TSS200,MAGEA12;MAGEA12;MAGEA12;CSAG1;CSAG1
cg09143059,Body;Body,FLNA;FLNA
cg09144786,TSS1500,WDR44
cg09146129,1stExon;1stExon,DIAPH2;DIAPH2
cg09146364,TSS1500,FAM155B
cg09148853,,
cg09158774,1stExon,NR0B1
cg09159751,3'UTR,FLJ30058
cg09159923,TSS200;5'UTR;5'UTR,CTPS2;CTPS2;CTPS2
cg09163457,5'UTR,DUSP9
cg09167861,Body;1stExon;5'UTR;5'UTR;TSS200;5'UTR;5'UTR;5'UTR,FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1
cg09168980,TSS1500,FAM48B1
cg09173743,Body;5'UTR,IL1RAPL2;TEX13A
cg09176853,1stExon;5'UTR;1stExon;5'UTR,FOXO4;FOXO4;FOXO4;FOXO4
cg09177473,Body,MIR1256
cg09182733,,
cg09185350,Body;Body,SHROOM4;SHROOM4
cg09186478,5'UTR,ZBTB33
cg09192059,Body;Body;Body;TSS200;Body;TSS200;TSS200;Body;Body;TSS200;Body;Body;Body;Body;Body;Body;Body;TSS200,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD
cg09192294,3'UTR;3'UTR;3'UTR,LAS1L;LAS1L;LAS1L
cg09192327,TSS200;TSS200,PLXNB3;PLXNB3
cg09195491,5'UTR;1stExon;1stExon;5'UTR,KLF8;KLF8;KLF8;KLF8
cg09196081,TSS1500,POU3F4
cg09197234,TSS1500,CXorf26
cg09199027,Body,ARSD
cg09202373,TSS1500;TSS1500;Body;Body;Body;Body;Body;TSS1500,DNASE1L1;DNASE1L1;TAZ;TAZ;TAZ;TAZ;TAZ;DNASE1L1
cg09207137,TSS1500,SMS
cg09208571,5'UTR;5'UTR;TSS1500,MAGED2;MAGED2;MAGED2
cg09209584,Body;Body;Body;Body;Body;Body;Body;Body;Body,FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1
cg09210088,,
cg09210933,1stExon,SLC16A2
cg09213780,Body;1stExon;5'UTR,BCYRN1;ACRC;ACRC
cg09226411,TSS200,CD40LG
cg09227616,TSS1500,SYP
cg09229960,1stExon,EMD
cg09231482,1stExon,RAB39B
cg09234578,Body,NHS
cg09238868,,
cg09250703,TSS1500;TSS1500,PIR;PIR
cg09252204,1stExon;1stExon;5'UTR;1stExon;5'UTR;5'UTR;5'UTR;1stExon,CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2;CNKSR2
cg09253663,5'UTR;1stExon,APLN;APLN
cg09261015,TSS200,ESX1
cg09271603,TSS1500;TSS1500,PDK3;PDK3
cg09275137,5'UTR,TMEM187
cg09277772,1stExon;5'UTR,AR;AR
cg09278708,TSS1500;TSS1500;TSS1500,GPRASP1;GPRASP1;GPRASP1
cg09284266,TSS1500;Body,RNF128;RNF128
cg09284509,,
cg09285672,TSS200,GPKOW
cg09286880,,
cg09287459,,
cg09293286,Body,MXRA5
cg09293857,,
cg09294666,Body;Body;Body;Body,BCAP31;BCAP31;BCAP31;BCAP31
cg09300343,,
cg09300348,Body,CCDC22
cg09302010,5'UTR;Body,SPIN3;SPIN3
cg09307104,1stExon,DLG3
cg09307237,3'UTR;3'UTR,HDAC8;HDAC8
cg09309899,TSS200;TSS200;TSS200,IDS;IDS;IDS
cg09310980,,
cg09319393,5'UTR,MAP3K7IP3
cg09324116,TSS1500;TSS1500;TSS1500,GEMIN8;GEMIN8;GEMIN8
cg09326448,,
cg09329826,Body,PDZD4
cg09331780,TSS1500;TSS1500,SATL1;SATL1
cg09332981,TSS1500;TSS1500;TSS1500,GPRASP1;GPRASP1;GPRASP1
cg09335829,Body,MAOB
cg09336260,1stExon;Body;Body;1stExon;5'UTR;5'UTR;Body,GPR34;CASK;CASK;GPR34;GPR34;GPR34;CASK
cg09340741,TSS1500,CHST7
cg09342610,Body,MAP7D3
cg09342877,,
cg09344532,,
cg09347151,TSS1500,NCRNA00086
cg09354738,Body,NCRNA00182
cg09354838,,
cg09357232,TSS200,MAOB
cg09361477,Body,TCEAL6
cg09364317,Body,TREX2
